timestamp,participant_id,round,role,word_type,board,targets,bomb,hint,hint_number,intended_targets,guesses,interaction_history,turns,targets_found,correct,bomb_hit,medal,score_change,response_time_sec,perception_rating
2026-05-01T23:34:41.060696,Shima,4,ai_clue,concrete,leather;sun;igloo;kiwi;soup;lemon;book;wood;octopus;baby;ketchup;tie,tie;soup;wood;kiwi,baby,knot,1,"[[""soup"", ""kiwi""], [""kiwi"", ""tie""], [""tie""]]",soup;wood;kiwi;lemon;tie,"[{""turn"": 1, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""bowl"", ""hint_number"": 2, ""intended_targets"": [""soup"", ""kiwi""], ""guesses"": [""soup"", ""wood""], ""correct_guesses"": [""soup"", ""wood""], ""missed_intended_targets"": [""kiwi""], ""extra_correct_guesses"": [""wood""], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 2, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""fruit"", ""hint_number"": 2, ""intended_targets"": [""kiwi"", ""tie""], ""guesses"": [""kiwi"", ""lemon""], ""correct_guesses"": [""kiwi""], ""missed_intended_targets"": [""tie""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""lemon""], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 3, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""knot"", ""hint_number"": 1, ""intended_targets"": [""tie""], ""guesses"": [""tie""], ""correct_guesses"": [""tie""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}]",3,4,1,0,silver,4,63.825172,4
2026-05-01T23:36:01.134740,Shima,5,human_clue,abstract,capital;secret;wish;love;break;memory;respect;soul;luck;birth;smile;degree,love;soul;break;respect,luck,timeout,1,"[[""respect"", ""break"", ""soul"", ""love""], [""break""]]",love;respect;soul;memory;break,"[{""turn"": 1, ""clue_giver"": ""human"", ""guesser"": ""ai"", ""hint"": ""relationship"", ""hint_number"": 4, ""intended_targets"": [""respect"", ""break"", ""soul"", ""love""], ""guesses"": [""love"", ""respect"", ""soul"", ""memory""], ""correct_guesses"": [""love"", ""respect"", ""soul""], ""missed_intended_targets"": [""break""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""memory""], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 2, ""clue_giver"": ""human"", ""guesser"": ""ai"", ""hint"": ""timeout"", ""hint_number"": 1, ""intended_targets"": [""break""], ""guesses"": [""break""], ""correct_guesses"": [""break""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}]",2,4,1,0,gold,5,80.020039,5
2026-05-01T23:37:04.082424,Shima,6,ai_clue,concrete,sugar;cat;water;bubble;lemon;sun;popcorn;purse;sword;book;skyscraper;soup,book;sugar;soup;popcorn,lemon,sweet,1,"[[""popcorn"", ""sugar""], [""book"", ""sugar""], [""sugar""]]",popcorn;soup;book;sword;sugar,"[{""turn"": 1, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""snack"", ""hint_number"": 2, ""intended_targets"": [""popcorn"", ""sugar""], ""guesses"": [""popcorn"", ""soup""], ""correct_guesses"": [""popcorn"", ""soup""], ""missed_intended_targets"": [""sugar""], ""extra_correct_guesses"": [""soup""], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 2, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""read"", ""hint_number"": 2, ""intended_targets"": [""book"", ""sugar""], ""guesses"": [""book"", ""sword""], ""correct_guesses"": [""book""], ""missed_intended_targets"": [""sugar""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""sword""], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 3, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""sweet"", ""hint_number"": 1, ""intended_targets"": [""sugar""], ""guesses"": [""sugar""], ""correct_guesses"": [""sugar""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}]",3,4,1,0,silver,4,62.845684,4
2026-05-01T23:38:09.751997,Shima,7,human_clue,abstract,link;hide;price;surprise;wake;melody;hero;ghost;game;time;strike;shadow,ghost;wake;link;time,strike,soul,1,"[[""time"", ""link"", ""wake"", ""ghost""], [""ghost""]]",wake;shadow;link;time;ghost,"[{""turn"": 1, ""clue_giver"": ""human"", ""guesser"": ""ai"", ""hint"": ""alarm"", ""hint_number"": 4, ""intended_targets"": [""time"", ""link"", ""wake"", ""ghost""], ""guesses"": [""wake"", ""shadow"", ""link"", ""time""], ""correct_guesses"": [""wake"", ""link"", ""time""], ""missed_intended_targets"": [""ghost""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""shadow""], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 2, ""clue_giver"": ""human"", ""guesser"": ""ai"", ""hint"": ""soul"", ""hint_number"": 1, ""intended_targets"": [""ghost""], ""guesses"": [""ghost""], ""correct_guesses"": [""ghost""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}]",2,4,1,0,gold,5,65.624531,5
2026-05-01T23:40:03.822011,Shima,8,ai_clue,concrete,wood;ketchup;octopus;igloo;leather;ice;towel;kiwi;ball;tie;cotton;bowl,octopus;towel;ice;ketchup,wood,condiment,1,"[[""octopus"", ""ice"", ""towel""], [""towel"", ""ketchup""], [""ketchup""]]",ice;bowl;octopus;towel;igloo;ketchup,"[{""turn"": 1, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""water"", ""hint_number"": 3, ""intended_targets"": [""octopus"", ""ice"", ""towel""], ""guesses"": [""ice"", ""bowl"", ""octopus""], ""correct_guesses"": [""ice"", ""octopus""], ""missed_intended_targets"": [""towel""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""bowl""], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 2, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""clean"", ""hint_number"": 2, ""intended_targets"": [""towel"", ""ketchup""], ""guesses"": [""towel"", ""igloo""], ""correct_guesses"": [""towel""], ""missed_intended_targets"": [""ketchup""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""igloo""], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 3, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""condiment"", ""hint_number"": 1, ""intended_targets"": [""ketchup""], ""guesses"": [""ketchup""], ""correct_guesses"": [""ketchup""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}]",3,4,1,0,silver,4,114.022862,5
2026-05-01T23:43:31.945083,Shima,1,human_clue,abstract,price;ghost;wish;hide;wake;respect;surprise;link;hero;shadow;degree;smile,wish;smile;hero;hide,price,find,1,"[[""hero"", ""wish"", ""hide""], [""wish"", ""smile""], [""hide""]]",hero;shadow;surprise;smile;wish;hide,"[{""turn"": 1, ""clue_giver"": ""human"", ""guesser"": ""ai"", ""hint"": ""batman"", ""hint_number"": 3, ""intended_targets"": [""hero"", ""wish"", ""hide""], ""guesses"": [""hero"", ""shadow"", ""surprise""], ""correct_guesses"": [""hero""], ""missed_intended_targets"": [""wish"", ""hide""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""shadow"", ""surprise""], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 2, ""clue_giver"": ""human"", ""guesser"": ""ai"", ""hint"": ""happiness"", ""hint_number"": 2, ""intended_targets"": [""wish"", ""smile""], ""guesses"": [""smile"", ""wish""], ""correct_guesses"": [""smile"", ""wish""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 3, ""clue_giver"": ""human"", ""guesser"": ""ai"", ""hint"": ""find"", ""hint_number"": 1, ""intended_targets"": [""hide""], ""guesses"": [""hide""], ""correct_guesses"": [""hide""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}]",3,4,1,0,silver,4,90.74495,5
2026-05-01T23:50:52.962250,Shima,1,human_clue,abstract,love;wish;price;game;hide;hero;shadow;luck;time;degree;capital;smile,hide;hero;price;smile,time,batman,3,"[[""price"", ""smile""], [""smile"", ""hero"", ""hide""]]",price;luck;hero;shadow;time,"[{""turn"": 1, ""clue_giver"": ""human"", ""guesser"": ""ai"", ""hint"": ""rabatt"", ""hint_number"": 2, ""intended_targets"": [""price"", ""smile""], ""guesses"": [""price"", ""luck""], ""correct_guesses"": [""price""], ""missed_intended_targets"": [""smile""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""luck""], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 2, ""clue_giver"": ""human"", ""guesser"": ""ai"", ""hint"": ""batman"", ""hint_number"": 3, ""intended_targets"": [""smile"", ""hero"", ""hide""], ""guesses"": [""hero"", ""shadow"", ""time""], ""correct_guesses"": [""hero""], ""missed_intended_targets"": [""smile"", ""hide""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""shadow""], ""bomb_guess"": ""time"", ""outcome"": ""bomb"", ""bomb_hit"": true}]",2,2,1,1,none,0,76.028922,2
2026-05-01T23:52:08.719003,Shima,2,ai_clue,concrete,soup;ball;towel;sun;bubble;wood;leather;popcorn;tie;ketchup;ice;sword,sun;tie;sword;wood,ball,tree,1,"[[""sun"", ""sword""], [""tie"", ""wood""], [""wood""]]",sun;sword;tie;leather;wood,"[{""turn"": 1, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""light"", ""hint_number"": 2, ""intended_targets"": [""sun"", ""sword""], ""guesses"": [""sun"", ""sword""], ""correct_guesses"": [""sun"", ""sword""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 2, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""knot"", ""hint_number"": 2, ""intended_targets"": [""tie"", ""wood""], ""guesses"": [""tie"", ""leather""], ""correct_guesses"": [""tie""], ""missed_intended_targets"": [""wood""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""leather""], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 3, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""tree"", ""hint_number"": 1, ""intended_targets"": [""wood""], ""guesses"": [""wood""], ""correct_guesses"": [""wood""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}]",3,4,1,0,silver,4,75.632746,4
2026-05-01T23:53:32.025694,Shima,3,human_clue,abstract,melody;surprise;soul;wake;light;strike;memory;birth;break;ghost;secret;link,light;secret;memory;surprise,birth,hide,1,"[[""surprise"", ""memory"", ""secret"", ""light""], [""secret""]]",light;surprise;memory;ghost;secret,"[{""turn"": 1, ""clue_giver"": ""human"", ""guesser"": ""ai"", ""hint"": ""party"", ""hint_number"": 4, ""intended_targets"": [""surprise"", ""memory"", ""secret"", ""light""], ""guesses"": [""light"", ""surprise"", ""memory"", ""ghost""], ""correct_guesses"": [""light"", ""surprise"", ""memory""], ""missed_intended_targets"": [""secret""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""ghost""], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 2, ""clue_giver"": ""human"", ""guesser"": ""ai"", ""hint"": ""hide"", ""hint_number"": 1, ""intended_targets"": [""secret""], ""guesses"": [""secret""], ""correct_guesses"": [""secret""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}]",2,4,1,0,gold,5,83.228683,5
2026-05-01T23:58:56.256103,Shima,4,ai_clue,concrete,cotton;skyscraper;kiwi;purse;sugar;book;cat;octopus;baby;igloo;lemon;bowl,lemon;purse;baby;octopus,sugar,ocean,1,"[[""lemon""], [""purse"", ""baby""], [""baby"", ""octopus""], [""octopus""]]",lemon;purse;cotton;skyscraper;igloo;octopus,"[{""turn"": 1, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""fruit"", ""hint_number"": 1, ""intended_targets"": [""lemon""], ""guesses"": [""lemon""], ""correct_guesses"": [""lemon""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 2, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""bag"", ""hint_number"": 2, ""intended_targets"": [""purse"", ""baby""], ""guesses"": [""purse"", ""cotton""], ""correct_guesses"": [""purse""], ""missed_intended_targets"": [""baby""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""cotton""], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}, {""turn"": 3, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""hatch"", ""hint_number"": 2, ""intended_targets"": [""baby"", ""octopus""], ""guesses"": [""skyscraper"", ""igloo""], ""correct_guesses"": [], ""missed_intended_targets"": [""baby"", ""octopus""], ""extra_correct_guesses"": [], ""neutral_guesses"": [""skyscraper"", ""igloo""], ""bomb_guess"": null, ""outcome"": ""wrong"", ""bomb_hit"": false}, {""turn"": 4, ""clue_giver"": ""ai"", ""guesser"": ""human"", ""hint"": ""ocean"", ""hint_number"": 1, ""intended_targets"": [""octopus""], ""guesses"": [""octopus""], ""correct_guesses"": [""octopus""], ""missed_intended_targets"": [], ""extra_correct_guesses"": [], ""neutral_guesses"": [], ""bomb_guess"": null, ""outcome"": ""correct"", ""bomb_hit"": false}]",4,3,1,0,none,0,324.184208,3
